id,qtr,ydstogo,ScoreDiff,PlayType
8600,4,very high,losing,Pass
1,1,high,losing,Pass
2,1,high,losing,Pass
4,1,high,losing,Pass
9,1,high,losing,Pass
12,1,high,losing,Pass
26,1,high,losing,Pass
29,1,high,losing,Pass
33,1,high,losing,Pass
35,1,high,losing,Pass
42,1,high,losing,Pass
51,1,high,losing,Run
59,1,high,losing,Pass
60,1,high,losing,Pass
63,1,high,losing,Pass
66,1,high,losing,Pass
69,1,high,losing,Pass
71,1,high,losing,Pass
73,1,high,losing,Pass
79,1,high,losing,Pass
81,1,high,losing,Pass
85,1,high,losing,Pass
91,1,high,losing,Run
98,1,high,losing,Pass
100,1,high,losing,Pass
101,1,high,losing,Pass
104,1,high,losing,Pass
112,1,high,losing,Pass
116,1,high,losing,Pass
119,1,high,losing,Pass
120,1,high,losing,Pass
123,1,high,losing,Pass
129,1,high,losing,Pass
131,1,high,losing,Pass
137,1,high,losing,Pass
138,1,high,losing,Pass
142,1,high,losing,Pass
143,1,high,losing,Pass
144,1,high,losing,Pass
157,1,high,losing,Pass
158,1,high,losing,Pass
166,1,high,losing,Pass
168,1,high,losing,Pass
169,1,high,losing,Pass
171,1,high,losing,Pass
180,1,high,losing,Pass
186,1,high,losing,Pass
187,1,high,losing,Pass
188,1,high,losing,Pass
190,1,high,losing,Pass
191,1,high,losing,Pass
193,1,high,losing,Pass
195,1,high,losing,Pass
201,1,high,losing,Pass
205,1,high,losing,Pass
206,1,high,losing,Pass
208,1,high,losing,Pass
213,1,high,losing,Pass
214,1,high,losing,Pass
215,1,high,losing,Pass
217,1,high,losing,Pass
219,1,high,losing,Pass
223,1,high,losing,Pass
234,1,high,losing,Pass
242,1,high,losing,Pass
243,1,high,losing,Pass
247,1,high,losing,Run
253,1,high,losing,Pass
254,1,high,losing,Pass
260,1,high,losing,Pass
262,1,high,losing,Pass
268,1,high,losing,Pass
272,1,high,losing,Pass
284,1,high,losing,Pass
285,1,high,losing,Pass
287,1,high,losing,Pass
295,1,high,losing,Pass
296,1,high,losing,Pass
297,1,high,losing,Pass
307,1,high,losing,Pass
308,1,high,losing,Pass
312,1,high,losing,Run
314,1,high,losing,Pass
324,1,high,losing,Pass
328,1,high,losing,Pass
334,1,high,losing,Pass
336,1,high,losing,Pass
340,1,high,losing,Pass
342,1,high,losing,Pass
345,1,high,losing,Pass
356,1,high,losing,Pass
367,1,high,losing,Pass
368,1,high,losing,Pass
371,1,high,losing,Pass
372,1,high,losing,Pass
375,1,high,losing,Pass
384,1,high,losing,Pass
398,1,high,losing,Pass
399,1,high,losing,Pass
403,1,high,losing,Pass
404,1,high,losing,Pass
411,1,high,losing,Pass
412,1,high,losing,Pass
413,1,high,losing,Pass
415,1,high,losing,Pass
416,1,high,losing,Pass
417,1,high,losing,Pass
419,1,high,losing,Pass
429,1,high,losing,Pass
432,1,high,losing,Pass
438,1,high,losing,Pass
440,1,high,losing,Pass
451,1,high,losing,Pass
453,1,high,losing,Pass
454,1,high,losing,Pass
455,1,high,losing,Pass
456,1,high,losing,Pass
462,1,high,losing,Pass
463,1,high,losing,Pass
468,1,high,losing,Pass
469,1,high,losing,Pass
474,1,high,losing,Pass
482,1,high,losing,Pass
485,1,high,losing,Pass
486,1,high,losing,Pass
489,1,high,losing,Pass
491,1,high,losing,Pass
492,1,high,losing,Pass
497,1,high,losing,Pass
498,1,high,losing,Pass
502,1,high,losing,Pass
503,1,high,losing,Pass
504,1,high,losing,Pass
506,1,high,losing,Pass
511,1,high,losing,Pass
520,1,high,losing,Pass
521,1,high,losing,Pass
527,1,high,losing,Pass
532,1,high,losing,Pass
541,1,high,losing,Pass
544,1,high,losing,Pass
547,1,high,losing,Pass
552,1,high,losing,Pass
555,1,high,losing,Pass
556,1,high,losing,Pass
557,1,high,losing,Pass
560,1,high,losing,Pass
562,1,high,losing,Pass
563,1,high,losing,Pass
565,1,high,losing,Pass
572,1,high,losing,Pass
573,1,high,losing,Pass
577,1,high,losing,Pass
582,1,high,losing,Pass
586,1,high,losing,Pass
592,1,high,losing,Pass
598,1,high,losing,Run
600,1,high,losing,Pass
607,1,high,losing,Pass
623,1,high,losing,Pass
629,1,high,losing,Pass
637,1,high,losing,Pass
639,1,high,losing,Pass
640,1,high,losing,Pass
643,1,high,losing,Pass
649,1,high,losing,Pass
651,1,high,losing,Pass
655,1,high,losing,Pass
659,1,high,losing,Pass
660,1,high,losing,Pass
664,1,high,losing,Pass
666,1,high,losing,Pass
667,1,high,losing,Pass
671,1,high,losing,Pass
675,1,high,losing,Pass
682,1,high,losing,Run
683,1,high,losing,Pass
684,1,high,losing,Pass
686,1,high,losing,Pass
687,1,high,losing,Pass
690,1,high,losing,Pass
692,1,high,losing,Pass
698,1,high,losing,Pass
708,1,high,losing,Pass
709,1,high,losing,Pass
722,1,high,losing,Pass
724,1,high,tied,Pass
728,1,high,tied,Run
730,1,high,tied,Pass
733,1,high,tied,Run
735,1,high,tied,Pass
736,1,high,tied,Pass
738,1,high,tied,Pass
744,1,high,tied,Pass
754,1,high,tied,Pass
756,1,high,tied,Pass
764,1,high,tied,Pass
772,1,high,tied,Pass
777,1,high,tied,Pass
780,1,high,tied,Pass
787,1,high,tied,Pass
793,1,high,tied,Pass
806,1,high,tied,Pass
811,1,high,tied,Pass
813,1,high,tied,Pass
820,1,high,tied,Pass
821,1,high,tied,Run
823,1,high,tied,Pass
829,1,high,tied,Pass
831,1,high,tied,Pass
833,1,high,tied,Pass
835,1,high,tied,Pass
841,1,high,tied,Pass
845,1,high,tied,Pass
847,1,high,tied,Pass
849,1,high,tied,Pass
854,1,high,tied,Pass
856,1,high,tied,Pass
873,1,high,tied,Pass
879,1,high,tied,Pass
880,1,high,tied,Pass
887,1,high,tied,Run
889,1,high,tied,Pass
890,1,high,tied,Pass
892,1,high,tied,Pass
894,1,high,tied,Pass
898,1,high,tied,Pass
899,1,high,tied,Pass
901,1,high,tied,Pass
902,1,high,tied,Pass
904,1,high,tied,Pass
905,1,high,tied,Pass
906,1,high,tied,Pass
908,1,high,tied,Pass
912,1,high,tied,Pass
914,1,high,tied,Pass
915,1,high,tied,Run
917,1,high,tied,Pass
920,1,high,tied,Pass
923,1,high,tied,Pass
925,1,high,tied,Pass
932,1,high,tied,Pass
938,1,high,tied,Pass
939,1,high,tied,Pass
940,1,high,tied,Pass
942,1,high,tied,Pass
948,1,high,tied,Pass
949,1,high,tied,Pass
962,1,high,tied,Pass
967,1,high,tied,Pass
974,1,high,tied,Pass
980,1,high,tied,Pass
986,1,high,tied,Pass
990,1,high,tied,Pass
994,1,high,tied,Pass
995,1,high,tied,Pass
1006,1,high,tied,Pass
1011,1,high,tied,Pass
1028,1,high,tied,Pass
1030,1,high,tied,Pass
1038,1,high,tied,Pass
1041,1,high,tied,Pass
1043,1,high,tied,Pass
1050,1,high,tied,Pass
1052,1,high,tied,Pass
1056,1,high,tied,Pass
1062,1,high,tied,Pass
1065,1,high,tied,Pass
1067,1,high,tied,Pass
1078,1,high,tied,Pass
1080,1,high,tied,Pass
1081,1,high,tied,Pass
1086,1,high,tied,Pass
1091,1,high,tied,Pass
1097,1,high,tied,Pass
1100,1,high,tied,Pass
1120,1,high,tied,Pass
1121,1,high,tied,Pass
1123,1,high,tied,Pass
1126,1,high,tied,Pass
1127,1,high,tied,Pass
1131,1,high,tied,Pass
1134,1,high,tied,Pass
1138,1,high,tied,Pass
1144,1,high,tied,Pass
1148,1,high,tied,Pass
1149,1,high,tied,Pass
1151,1,high,tied,Pass
1154,1,high,tied,Pass
1156,1,high,tied,Pass
1157,1,high,tied,Pass
1161,1,high,tied,Pass
1169,1,high,tied,Pass
1175,1,high,tied,Pass
1181,1,high,tied,Pass
1187,1,high,tied,Pass
1188,1,high,tied,Pass
1191,1,high,tied,Run
1197,1,high,tied,Run
1201,1,high,tied,Pass
1202,1,high,tied,Pass
1206,1,high,tied,Pass
1211,1,high,tied,Pass
1214,1,high,tied,Pass
1222,1,high,tied,Pass
1232,1,high,tied,Run
1233,1,high,tied,Pass
1235,1,high,tied,Pass
1236,1,high,tied,Pass
1240,1,high,tied,Pass
1243,1,high,tied,Pass
1246,1,high,tied,Pass
1249,1,high,tied,Run
1250,1,high,tied,Run
1255,1,high,tied,Pass
1259,1,high,tied,Pass
1264,1,high,tied,Pass
1268,1,high,tied,Pass
1274,1,high,tied,Pass
1280,1,high,tied,Pass
1282,1,high,tied,Pass
1285,1,high,tied,Pass
1286,1,high,tied,Pass
1288,1,high,tied,Pass
1289,1,high,tied,Pass
1295,1,high,tied,Pass
1303,1,high,tied,Pass
1309,1,high,tied,Pass
1310,1,high,tied,Pass
1313,1,high,tied,Pass
1319,1,high,tied,Pass
1322,1,high,tied,Pass
1323,1,high,tied,Pass
1325,1,high,tied,Pass
1326,1,high,tied,Pass
1327,1,high,tied,Pass
1329,1,high,tied,Pass
1333,1,high,tied,Pass
1342,1,high,tied,Pass
1347,1,high,tied,Pass
1350,1,high,tied,Pass
1362,1,high,tied,Pass
1363,1,high,tied,Pass
1369,1,high,tied,Pass
1370,1,high,tied,Run
1374,1,high,tied,Pass
1375,1,high,tied,Pass
1379,1,high,tied,Pass
1380,1,high,tied,Pass
1381,1,high,tied,Pass
1389,1,high,tied,Pass
1396,1,high,tied,Pass
1401,1,high,tied,Pass
1404,1,high,tied,Pass
1407,1,high,tied,Pass
1412,1,high,tied,Pass
1414,1,high,tied,Pass
1416,1,high,tied,Pass
1423,1,high,tied,Pass
1424,1,high,tied,Pass
1425,1,high,tied,Pass
1434,1,high,tied,Run
1437,1,high,tied,Pass
1438,1,high,tied,Pass
1444,1,high,tied,Pass
1446,1,high,tied,Pass
1448,1,high,tied,Pass
1453,1,high,tied,Pass
1460,1,high,tied,Pass
1466,1,high,tied,Pass
1469,1,high,tied,Pass
1472,1,high,tied,Pass
1475,1,high,tied,Pass
1479,1,high,tied,Pass
1490,1,high,tied,Pass
1492,1,high,tied,Pass
1493,1,high,tied,Pass
1495,1,high,tied,Pass
1500,1,high,tied,Pass
1513,1,high,tied,Pass
1514,1,high,tied,Pass
1515,1,high,tied,Pass
1516,1,high,tied,Pass
1518,1,high,tied,Pass
1519,1,high,tied,Pass
1520,1,high,tied,Pass
1525,1,high,tied,Pass
1527,1,high,tied,Pass
1530,1,high,tied,Pass
1531,1,high,tied,Pass
1544,1,high,tied,Pass
1550,1,high,tied,Run
1554,1,high,tied,Pass
1556,1,high,tied,Pass
1558,1,high,tied,Run
1560,1,high,tied,Pass
1564,1,high,tied,Pass
1566,1,high,tied,Pass
1570,1,high,tied,Pass
1571,1,high,tied,Pass
1576,1,high,tied,Pass
1577,1,high,tied,Pass
1579,1,high,tied,Pass
1580,1,high,tied,Run
1584,1,high,tied,Pass
1589,1,high,tied,Pass
1592,1,high,tied,Pass
1593,1,high,tied,Pass
1597,1,high,tied,Pass
1599,1,high,tied,Pass
1600,1,high,tied,Pass
1604,1,high,tied,Pass
1606,1,high,tied,Pass
1612,1,high,tied,Pass
1614,1,high,tied,Pass
1616,1,high,tied,Pass
1622,1,high,tied,Pass
1625,1,high,tied,Pass
1630,1,high,tied,Pass
1631,1,high,tied,Pass
1637,1,high,tied,Pass
1640,1,high,tied,Pass
1647,1,high,tied,Pass
1649,1,high,tied,Pass
1651,1,high,tied,Pass
1653,1,high,tied,Pass
1656,1,high,tied,Pass
1661,1,high,tied,Pass
1667,1,high,tied,Pass
1674,1,high,tied,Pass
1677,1,high,tied,Pass
1680,1,high,tied,Pass
1683,1,high,tied,Pass
1688,1,high,tied,Pass
1693,1,high,tied,Pass
1700,1,high,tied,Pass
1702,1,high,tied,Run
1708,1,high,tied,Pass
1711,1,high,tied,Pass
1712,1,high,tied,Run
1716,1,high,tied,Pass
1720,1,high,tied,Pass
1722,1,high,tied,Pass
1726,1,high,tied,Pass
1730,1,high,tied,Pass
1736,1,high,tied,Pass
1739,1,high,tied,Pass
1743,1,high,tied,Pass
1759,1,high,tied,Pass
1761,1,high,tied,Pass
1788,1,high,tied,Pass
1793,1,high,tied,Pass
1795,1,high,tied,Pass
1796,1,high,tied,Pass
1799,1,high,tied,Pass
1804,1,high,tied,Run
1805,1,high,tied,Pass
1806,1,high,tied,Pass
1807,1,high,tied,Pass
1809,1,high,tied,Pass
1813,1,high,tied,Pass
1820,1,high,tied,Pass
1826,1,high,tied,Pass
1828,1,high,tied,Pass
1832,1,high,tied,Pass
1835,1,high,tied,Pass
1837,1,high,tied,Pass
1843,1,high,tied,Pass
1847,1,high,tied,Pass
1849,1,high,tied,Pass
1853,1,high,tied,Pass
1863,1,high,tied,Pass
1866,1,high,tied,Pass
1867,1,high,tied,Pass
1870,1,high,tied,Pass
1871,1,high,tied,Pass
1874,1,high,tied,Pass
1879,1,high,tied,Pass
1881,1,high,tied,Pass
1889,1,high,tied,Pass
1899,1,high,tied,Pass
1901,1,high,tied,Pass
1902,1,high,tied,Pass
1905,1,high,tied,Pass
1909,1,high,tied,Pass
1910,1,high,tied,Pass
1912,1,high,tied,Pass
1920,1,high,tied,Pass
1921,1,high,tied,Pass
1923,1,high,tied,Pass
1926,1,high,tied,Pass
1934,1,high,tied,Pass
1938,1,high,tied,Pass
1940,1,high,tied,Pass
1946,1,high,tied,Pass
1948,1,high,tied,Pass
1950,1,high,tied,Pass
1953,1,high,tied,Pass
1954,1,high,tied,Pass
1955,1,high,tied,Pass
1962,1,high,tied,Pass
1963,1,high,tied,Run
1964,1,high,tied,Pass
1968,1,high,tied,Pass
1970,1,high,tied,Pass
1975,1,high,tied,Pass
1977,1,high,tied,Run
1978,1,high,tied,Pass
1989,1,high,tied,Pass
1993,1,high,tied,Pass
2002,1,high,tied,Pass
2005,1,high,tied,Pass
2015,1,high,tied,Pass
2020,1,high,tied,Pass
2025,1,high,tied,Pass
2037,1,high,tied,Pass
2047,1,high,tied,Pass
2062,1,high,tied,Pass
2071,1,high,tied,Pass
2074,1,high,tied,Pass
2075,1,high,tied,Pass
2078,1,high,tied,Pass
2089,1,high,winning,Pass
2096,1,high,winning,Pass
2098,1,high,winning,Pass
2101,1,high,winning,Pass
2113,1,high,winning,Pass
2114,1,high,winning,Pass
2116,1,high,winning,Run
2118,1,high,winning,Pass
2119,1,high,winning,Pass
2122,1,high,winning,Pass
2124,1,high,winning,Pass
2137,1,high,winning,Pass
2139,1,high,winning,Pass
2141,1,high,winning,Pass
2146,1,high,winning,Pass
2150,1,high,winning,Pass
2154,1,high,winning,Pass
2170,1,high,winning,Pass
2172,1,high,winning,Pass
2177,1,high,winning,Pass
2178,1,high,winning,Pass
2183,1,high,winning,Pass
2184,1,high,winning,Pass
2185,1,high,winning,Pass
2186,1,high,winning,Pass
2190,1,high,winning,Pass
2198,1,high,winning,Pass
2199,1,high,winning,Run
2202,1,high,winning,Pass
2207,1,high,winning,Pass
2211,1,high,winning,Pass
2217,1,high,winning,Pass
2223,1,high,winning,Run
2227,1,high,winning,Pass
2228,1,high,winning,Pass
2233,1,high,winning,Pass
2241,1,high,winning,Pass
2247,1,high,winning,Pass
2257,1,high,winning,Pass
2258,1,high,winning,Pass
2263,1,high,winning,Pass
2269,1,high,winning,Pass
2270,1,high,winning,Pass
2280,1,high,winning,Pass
2283,1,high,winning,Pass
2289,1,high,winning,Pass
2306,1,high,winning,Pass
2307,1,high,winning,Pass
2308,1,high,winning,Pass
2311,1,high,winning,Pass
2312,1,high,winning,Pass
2313,1,high,winning,Pass
2314,1,high,winning,Run
2315,1,high,winning,Pass
2318,1,high,winning,Pass
2320,1,high,winning,Pass
2327,1,high,winning,Pass
2342,1,high,winning,Pass
2346,1,high,winning,Pass
2347,1,high,winning,Run
2348,1,high,winning,Pass
2354,1,high,winning,Pass
2361,1,high,winning,Pass
2364,1,high,winning,Pass
2365,1,high,winning,Pass
2374,1,high,winning,Pass
2376,1,high,winning,Pass
2383,1,high,winning,Pass
2384,1,high,winning,Pass
2386,1,high,winning,Pass
2394,1,high,winning,Pass
2395,1,high,winning,Pass
2398,1,high,winning,Run
2400,1,high,winning,Pass
2404,1,high,winning,Pass
2405,1,high,winning,Pass
2406,1,high,winning,Pass
2410,1,high,winning,Run
2413,1,high,winning,Pass
2418,1,high,winning,Pass
2425,1,high,winning,Pass
2435,1,high,winning,Pass
2437,1,high,winning,Pass
2443,1,high,winning,Pass
2444,1,high,winning,Pass
2445,1,high,winning,Pass
2450,1,high,winning,Pass
2451,1,high,winning,Pass
2455,1,high,winning,Pass
2457,1,high,winning,Pass
2458,1,high,winning,Pass
2460,1,high,winning,Pass
2461,1,high,winning,Pass
2464,2,high,losing,Pass
2468,2,high,losing,Pass
2470,2,high,losing,Pass
2472,2,high,losing,Pass
2481,2,high,losing,Pass
2484,2,high,losing,Pass
2485,2,high,losing,Pass
2487,2,high,losing,Pass
2490,2,high,losing,Pass
2495,2,high,losing,Pass
2499,2,high,losing,Pass
2500,2,high,losing,Pass
2501,2,high,losing,Pass
2502,2,high,losing,Run
2504,2,high,losing,Pass
2506,2,high,losing,Pass
2507,2,high,losing,Pass
2513,2,high,losing,Pass
2514,2,high,losing,Pass
2516,2,high,losing,Pass
2518,2,high,losing,Pass
2520,2,high,losing,Run
2523,2,high,losing,Pass
2534,2,high,losing,Pass
2535,2,high,losing,Run
2539,2,high,losing,Pass
2554,2,high,losing,Pass
2562,2,high,losing,Pass
2563,2,high,losing,Pass
2564,2,high,losing,Pass
2567,2,high,losing,Pass
2570,2,high,losing,Pass
2573,2,high,losing,Pass
2574,2,high,losing,Pass
2581,2,high,losing,Pass
2584,2,high,losing,Pass
2586,2,high,losing,Pass
2592,2,high,losing,Pass
2598,2,high,losing,Pass
2599,2,high,losing,Pass
2601,2,high,losing,Pass
2602,2,high,losing,Pass
2603,2,high,losing,Pass
2604,2,high,losing,Pass
2606,2,high,losing,Run
2608,2,high,losing,Pass
2612,2,high,losing,Pass
2615,2,high,losing,Pass
2620,2,high,losing,Pass
2623,2,high,losing,Pass
2629,2,high,losing,Pass
2632,2,high,losing,Pass
2637,2,high,losing,Pass
2639,2,high,losing,Pass
2640,2,high,losing,Pass
2642,2,high,losing,Pass
2643,2,high,losing,Run
2645,2,high,losing,Run
2649,2,high,losing,Pass
2655,2,high,losing,Pass
2660,2,high,losing,Pass
2661,2,high,losing,Pass
2662,2,high,losing,Pass
2667,2,high,losing,Pass
2669,2,high,losing,Pass
2672,2,high,losing,Run
2676,2,high,losing,Pass
2678,2,high,losing,Pass
2681,2,high,losing,Run
2693,2,high,losing,Pass
2696,2,high,losing,Pass
2711,2,high,losing,Pass
2713,2,high,losing,Pass
2714,2,high,losing,Pass
2715,2,high,losing,Pass
2720,2,high,losing,Pass
2724,2,high,losing,Pass
2726,2,high,losing,Pass
2729,2,high,losing,Pass
2732,2,high,losing,Run
2738,2,high,losing,Pass
2743,2,high,losing,Run
2747,2,high,losing,Pass
2749,2,high,losing,Pass
2755,2,high,losing,Pass
2757,2,high,losing,Pass
2758,2,high,losing,Pass
2760,2,high,losing,Pass
2761,2,high,losing,Pass
2763,2,high,losing,Pass
2778,2,high,losing,Pass
2785,2,high,losing,Pass
2789,2,high,losing,Pass
2791,2,high,losing,Pass
2795,2,high,losing,Pass
2797,2,high,losing,Pass
2805,2,high,losing,Pass
2809,2,high,losing,Pass
2813,2,high,losing,Pass
2822,2,high,losing,Pass
2823,2,high,losing,Pass
2824,2,high,losing,Pass
2825,2,high,losing,Pass
2830,2,high,losing,Pass
2831,2,high,losing,Pass
2833,2,high,losing,Pass
2836,2,high,losing,Pass
2837,2,high,losing,Pass
2838,2,high,losing,Pass
2853,2,high,losing,Pass
2854,2,high,losing,Pass
2858,2,high,losing,Pass
2862,2,high,losing,Pass
2863,2,high,losing,Pass
2864,2,high,losing,Pass
2870,2,high,losing,Pass
2876,2,high,losing,Pass
2879,2,high,losing,Pass
2880,2,high,losing,Pass
2905,2,high,losing,Pass
2911,2,high,losing,Run
2918,2,high,losing,Pass
2931,2,high,losing,Run
2932,2,high,losing,Pass
2940,2,high,losing,Pass
2941,2,high,losing,Pass
2947,2,high,losing,Run
2948,2,high,losing,Pass
2951,2,high,losing,Pass
2953,2,high,losing,Run
2955,2,high,losing,Pass
2956,2,high,losing,Pass
2958,2,high,losing,Pass
2962,2,high,losing,Pass
2963,2,high,losing,Run
2965,2,high,losing,Pass
2966,2,high,losing,Pass
2967,2,high,losing,Pass
2969,2,high,losing,Pass
2970,2,high,losing,Pass
2974,2,high,losing,Pass
2983,2,high,losing,Pass
2984,2,high,losing,Pass
2985,2,high,losing,Pass
2987,2,high,losing,Pass
2989,2,high,losing,Pass
3009,2,high,losing,Pass
3014,2,high,losing,Pass
3019,2,high,losing,Pass
3023,2,high,losing,Pass
3024,2,high,losing,Pass
3029,2,high,losing,Pass
3032,2,high,losing,Pass
3034,2,high,losing,Pass
3049,2,high,losing,Pass
3053,2,high,losing,Pass
3055,2,high,losing,Run
3059,2,high,losing,Pass
3062,2,high,losing,Run
3068,2,high,losing,Pass
3073,2,high,losing,Pass
3074,2,high,losing,Pass
3078,2,high,losing,Pass
3082,2,high,losing,Pass
3083,2,high,losing,Pass
3084,2,high,losing,Pass
3087,2,high,losing,Pass
3096,2,high,losing,Pass
3101,2,high,losing,Pass
3111,2,high,losing,Pass
3113,2,high,losing,Pass
3115,2,high,losing,Pass
3119,2,high,losing,Pass
3122,2,high,losing,Pass
3149,2,high,losing,Pass
3153,2,high,losing,Pass
3156,2,high,losing,Pass
3159,2,high,losing,Pass
3160,2,high,losing,Pass
3162,2,high,losing,Pass
3163,2,high,losing,Pass
3175,2,high,losing,Pass
3177,2,high,losing,Run
3179,2,high,losing,Pass
3182,2,high,losing,Pass
3183,2,high,losing,Pass
3185,2,high,losing,Pass
3188,2,high,losing,Pass
3197,2,high,losing,Pass
3198,2,high,losing,Pass
3200,2,high,losing,Pass
3201,2,high,losing,Pass
3204,2,high,losing,Pass
3217,2,high,losing,Pass
3218,2,high,losing,Pass
3223,2,high,losing,Pass
3227,2,high,losing,Pass
3228,2,high,losing,Pass
3229,2,high,losing,Pass
3232,2,high,losing,Pass
3235,2,high,losing,Pass
3243,2,high,losing,Pass
3248,2,high,losing,Pass
3254,2,high,losing,Pass
3259,2,high,losing,Pass
3261,2,high,losing,Pass
3268,2,high,losing,Pass
3269,2,high,losing,Pass
3272,2,high,losing,Pass
3273,2,high,losing,Run
3277,2,high,losing,Pass
3278,2,high,losing,Pass
3283,2,high,losing,Pass
3284,2,high,losing,Pass
3296,2,high,losing,Pass
3297,2,high,losing,Run
3300,2,high,losing,Pass
3302,2,high,losing,Pass
3304,2,high,losing,Pass
3320,2,high,losing,Pass
3323,2,high,losing,Run
3333,2,high,losing,Pass
3334,2,high,losing,Run
3339,2,high,losing,Pass
3340,2,high,losing,Pass
3341,2,high,losing,Pass
3344,2,high,losing,Pass
3346,2,high,losing,Pass
3347,2,high,losing,Pass
3349,2,high,losing,Pass
3354,2,high,losing,Pass
3357,2,high,losing,Pass
3362,2,high,losing,Pass
3363,2,high,losing,Pass
3369,2,high,losing,Pass
3374,2,high,losing,Pass
3375,2,high,losing,Pass
3379,2,high,losing,Pass
3381,2,high,losing,Pass
3382,2,high,losing,Pass
3385,2,high,losing,Pass
3393,2,high,losing,Pass
3395,2,high,losing,Pass
3402,2,high,losing,Pass
3404,2,high,losing,Pass
3410,2,high,losing,Pass
3411,2,high,losing,Pass
3417,2,high,losing,Pass
3419,2,high,losing,Pass
3423,2,high,losing,Pass
3437,2,high,losing,Pass
3441,2,high,losing,Pass
3446,2,high,losing,Pass
3454,2,high,losing,Pass
3457,2,high,losing,Pass
3458,2,high,losing,Run
3461,2,high,losing,Pass
3464,2,high,losing,Pass
3473,2,high,losing,Pass
3474,2,high,losing,Pass
3480,2,high,losing,Pass
3487,2,high,losing,Pass
3491,2,high,losing,Pass
3492,2,high,losing,Pass
3493,2,high,losing,Run
3494,2,high,losing,Pass
3495,2,high,losing,Pass
3498,2,high,losing,Pass
3504,2,high,losing,Pass
3505,2,high,losing,Pass
3507,2,high,losing,Run
3508,2,high,losing,Pass
3511,2,high,losing,Pass
3516,2,high,losing,Pass
3521,2,high,losing,Pass
3533,2,high,losing,Pass
3536,2,high,losing,Pass
3544,2,high,losing,Run
3546,2,high,losing,Pass
3557,2,high,losing,Pass
3562,2,high,losing,Pass
3565,2,high,losing,Pass
3570,2,high,losing,Pass
3575,2,high,losing,Pass
3583,2,high,losing,Pass
3592,2,high,losing,Pass
3605,2,high,losing,Pass
3625,2,high,losing,Pass
3626,2,high,losing,Pass
3630,2,high,losing,Pass
3631,2,high,losing,Pass
3633,2,high,losing,Pass
3634,2,high,losing,Pass
3637,2,high,losing,Run
3642,2,high,losing,Pass
3646,2,high,losing,Pass
3650,2,high,losing,Pass
3654,2,high,losing,Pass
3655,2,high,losing,Pass
3659,2,high,losing,Pass
3671,2,high,losing,Pass
3672,2,high,losing,Pass
3683,2,high,losing,Pass
3687,2,high,losing,Pass
3690,2,high,losing,Pass
3694,2,high,losing,Pass
3698,2,high,losing,Pass
3701,2,high,losing,Pass
3705,2,high,losing,Pass
3714,2,high,losing,Pass
3722,2,high,losing,Pass
3725,2,high,losing,Pass
3727,2,high,losing,Pass
3728,2,high,losing,Pass
3729,2,high,losing,Pass
3732,2,high,losing,Pass
3733,2,high,losing,Pass
3736,2,high,losing,Pass
3744,2,high,losing,Pass
3746,2,high,losing,Run
3752,2,high,losing,Pass
3754,2,high,losing,Pass
3755,2,high,losing,Pass
3763,2,high,losing,Pass
3764,2,high,losing,Pass
3767,2,high,losing,Pass
3772,2,high,losing,Pass
3778,2,high,losing,Pass
3783,2,high,losing,Pass
3785,2,high,losing,Pass
3786,2,high,losing,Run
3787,2,high,losing,Run
3794,2,high,losing,Pass
3797,2,high,losing,Pass
3800,2,high,losing,Pass
3801,2,high,losing,Pass
3802,2,high,losing,Pass
3811,2,high,losing,Pass
3813,2,high,losing,Run
3814,2,high,losing,Pass
3819,2,high,losing,Pass
3821,2,high,losing,Pass
3823,2,high,losing,Pass
3825,2,high,losing,Pass
3833,2,high,losing,Pass
3836,2,high,losing,Pass
3837,2,high,losing,Pass
3838,2,high,losing,Pass
3842,2,high,losing,Pass
3844,2,high,losing,Pass
3845,2,high,losing,Pass
3848,2,high,losing,Pass
3850,2,high,losing,Pass
3864,2,high,tied,Run
3870,2,high,tied,Pass
3876,2,high,tied,Pass
3882,2,high,tied,Pass
3886,2,high,tied,Pass
3893,2,high,tied,Pass
3894,2,high,tied,Pass
3898,2,high,tied,Pass
3904,2,high,tied,Pass
3905,2,high,tied,Pass
3909,2,high,tied,Pass
3912,2,high,tied,Pass
3914,2,high,tied,Pass
3916,2,high,tied,Pass
3918,2,high,tied,Pass
3919,2,high,tied,Pass
3920,2,high,tied,Run
3924,2,high,tied,Pass
3926,2,high,tied,Run
3931,2,high,tied,Pass
3935,2,high,tied,Pass
3940,2,high,tied,Pass
3949,2,high,tied,Pass
3951,2,high,tied,Pass
3952,2,high,tied,Pass
3954,2,high,tied,Pass
3956,2,high,tied,Pass
3960,2,high,tied,Pass
3964,2,high,tied,Pass
3965,2,high,tied,Pass
3967,2,high,tied,Pass
3976,2,high,tied,Pass
3980,2,high,tied,Pass
3981,2,high,tied,Pass
3983,2,high,tied,Pass
3988,2,high,tied,Pass
3989,2,high,tied,Pass
3990,2,high,tied,Pass
3991,2,high,tied,Pass
3994,2,high,tied,Pass
4004,2,high,tied,Pass
4007,2,high,tied,Run
4015,2,high,tied,Pass
4017,2,high,tied,Pass
4022,2,high,tied,Pass
4024,2,high,tied,Pass
4028,2,high,tied,Run
4029,2,high,tied,Pass
4033,2,high,tied,Pass
4035,2,high,tied,Pass
4046,2,high,tied,Pass
4047,2,high,tied,Pass
4048,2,high,tied,Pass
